,Season,Player,PLUS_MINUS
0,1997,Adrienne Johnson,29
1,1997,Andrea Congreaves,50
2,1997,Andrea Stinson,54
3,1997,Anita Maxwell,-5
4,1997,Bridget Pettis,91
5,1997,Bridgette Gordon,-179
6,1997,Cassandra Crumpton-Moorer,10
7,1997,Catarina Pollini,19
8,1997,Chantel Tremitiere,-187
9,1997,Corissa Yasen,-57
10,1997,Cynthia Cooper,176
11,1997,Daedra Charles,0
12,1997,Danielle Viglione,-5
13,1997,Deborah Carter,-92
14,1997,Debra Williams,-21
15,1997,Dena Head,-76
16,1997,Denique Graves,5
17,1997,Elena Baranova,-190
18,1997,Eva Nemcova,8
19,1997,Fran Harris,19
20,1997,Greta Koss,-72
21,1997,Haixia Zheng,62
22,1997,Heidi Burge,1
23,1997,Isabelle Fijalkowski,68
24,1997,Jamila Wideman,-33
25,1997,Janeth Arcain,107
26,1997,Janice Braxton,19
27,1997,Jasmina Perazic-Gipe,-7
28,1997,Jennifer Gillom,56
29,1997,Jenny Boucek,-42
30,1997,Jessie Hicks,-67
31,1997,Judy Mosley-McAfee,-20
32,1997,Karen Booker,-89
33,1997,Katasha Artis,-3
34,1997,Katrina Colleton,106
35,1997,Kim Gessig,-8
36,1997,Kim Perrot,155
37,1997,Kim Williams,-145
38,1997,Kisha Ford,-23
39,1997,Kym Hampton,61
40,1997,Lady Grooms,-193
41,1997,Latasha Byears,-123
42,1997,Laure Savasta,-74
43,1997,Linda Burgess,-62
44,1997,Lisa Leslie,100
45,1997,Lynette Woodard,55
46,1997,Marcie Alberts,8
47,1997,Margo Clark,-7
48,1997,Marlies Askamp,76
49,1997,Megan Compain,-11
50,1997,Merlakia Jones,11
51,1997,Michele Timms,133
52,1997,Michelle Edwards,97
53,1997,Mikiko Hagiwara,-22
54,1997,Milica Vukadinovic,1
55,1997,Molly Tuter,0
56,1997,Monique Ambers,7
57,1997,Mwadi Mabika,-27
58,1997,Nancy Lieberman,-5
59,1997,Nicole Levesque,16
60,1997,Pam McGee,-116
61,1997,Penny Moore,49
62,1997,Penny Toler,44
63,1997,Pietra Gay,1
64,1997,Raegan Scott,-4
65,1997,Rebecca Lobo,77
66,1997,Rhonda Blades,-49
67,1997,Rhonda Mapp,-12
68,1997,Rushia Brown,37
69,1997,Ruthie Bolton,-104
70,1997,Ryneldi Becenti,-2
71,1997,Sharon Manning,26
72,1997,Sheryl Swoopes,28
73,1997,Sophia Witherspoon,81
74,1997,Sue Wicks,42
75,1997,Susie Hopson-Shelton,-2
76,1997,Tajama Abraham,-92
77,1997,Tamecka Dixon,141
78,1997,Tammi Reiss,-288
79,1997,Tammy Jackson,70
80,1997,Tara Williams,-9
81,1997,Teresa Weatherspoon,123
82,1997,Tia Jackson,3
83,1997,Tiffany Woosley,26
84,1997,Tina Nicholson,-35
85,1997,Tina Thompson,159
86,1997,Toni Foster,25
87,1997,Tora Suber,-34
88,1997,Travesa Gant,1
89,1997,Trena Trice-Hill,-31
90,1997,Umeki Webb,131
91,1997,Vickie Johnson,71
92,1997,Vicky Bullett,56
93,1997,Wanda Guyton,144
94,1997,Wendy Palmer,-253
95,1997,Yolanda Moore,-19
96,1997,Yvette Angel,-40
97,1998,Adia Barnes,-59
98,1998,Adrienne Johnson,-10
99,1998,Adrienne Shuler,-121
100,1998,Albena Branzova,-28
101,1998,Alessandra Santos de Olive,-120
102,1998,Alicia Thompson,-62
103,1998,Allison Feaster,-11
104,1998,Amaya Valdemoro,-1
105,1998,Andrea Congreaves,0
106,1998,Andrea Kuklova,42
107,1998,Andrea Stinson,89
108,1998,Aneta Kausaite,0
109,1998,Angela Hamblin,5
110,1998,Angela Jackson,-15
111,1998,Brandy Reed,64
112,1998,Bridget Pettis,164
113,1998,Bridgette Gordon,-60
114,1998,Carla Boyd,62
115,1998,Chantel Tremitiere,-83
116,1998,Christy Smith,5
117,1998,Cindy Blodgett,5
118,1998,Cindy Brown,71
119,1998,Coquese Washington,17
120,1998,Cynthia Cooper,358
121,1998,Deborah Carter,-175
122,1998,Dena Head,-91
123,1998,Elena Baranova,-73
124,1998,Elisabeth Cebrian,21
125,1998,Erin Alexander,-68
126,1998,Eugenia Rycraw,-10
127,1998,Eva Nemcova,100
128,1998,Fran Harris,-62
129,1998,Franthea Price,-34
130,1998,Gergana Branzova,-57
131,1998,Haixia Zheng,-8
132,1998,Heidi Burge,-165
133,1998,Isabelle Fijalkowski,93
134,1998,Jamila Wideman,0
135,1998,Janeth Arcain,209
136,1998,Janice Braxton,87
137,1998,Jennifer Gillom,157
138,1998,Karen Booker,-7
139,1998,Katrina Colleton,-33
140,1998,Kelly Boucher,15
141,1998,Keri Chaconas,-119
142,1998,Kim Perrot,293
143,1998,Kim Williams,-56
144,1998,Kisha Ford,6
145,1998,Korie Hlede,39
146,1998,Kristi Harrower,54
147,1998,Kym Hampton,55
148,1998,La'Shawn Brown,-126
149,1998,LaTonya Johnson,-68
150,1998,Lady Grooms,-133
151,1998,Latasha Byears,-102
152,1998,Leila de Souza Sobral,14
153,1998,Leslie Johnson,-22
154,1998,Linda Burgess,-122
155,1998,Lisa Leslie,40
156,1998,Lynette Woodard,-61
157,1998,Margo Dydek,-61
158,1998,Margo Graham,-32
159,1998,Maria Stepanova,20
160,1998,Marlies Askamp,85
161,1998,Merlakia Jones,88
162,1998,Mfon Udoka,-1
163,1998,Michele Timms,116
164,1998,Michelle Brogan,103
165,1998,Michelle Edwards,5
166,1998,Michelle Reed,0
167,1998,Mikiko Hagiwara,11
168,1998,Monica Lamb,245
169,1998,Murriel Page,-418
170,1998,Mwadi Mabika,11
171,1998,Nadine Domond,-26
172,1998,Nikki McCray,-375
173,1998,Nyree Roberts,-22
174,1998,Octavia Blue,-31
175,1998,Olympia Scott,-116
176,1998,Pam McGee,-16
177,1998,Pauline Jordan,-27
178,1998,Penny Moore,-278
179,1998,Penny Toler,-16
180,1998,Pollyanna Johns Kimbrough,27
181,1998,Quacy Barnes,-11
182,1998,Rachael Sporn,-44
183,1998,Raegan Scott,-19
184,1998,Razija Brcaninovic,60
185,1998,Rebecca Lobo,154
186,1998,Rehema Stephens,-33
187,1998,Rhonda Blades,-68
188,1998,Rhonda Mapp,51
189,1998,Rita Williams,-292
190,1998,Rushia Brown,17
191,1998,Ruthie Bolton,-32
192,1998,Sandra VanEmbricqs,-5
193,1998,Sandy Brondello,46
194,1998,Sharon Manning,82
195,1998,Sheryl Swoopes,344
196,1998,Sonia Chase,-1
197,1998,Sophia Witherspoon,96
198,1998,Sue Wicks,31
199,1998,Suzie McConnell Serio,78
200,1998,Tajama Abraham,-7
201,1998,Tamecka Dixon,3
202,1998,Tammi Reiss,-54
203,1998,Tammy Jackson,37
204,1998,Tangela Smith,-107
205,1998,Tanja Kostic,-11
206,1998,Teresa Weatherspoon,94
207,1998,Tia Paschal,52
208,1998,Ticha Penicheiro,-162
209,1998,Tiffani Johnson,14
210,1998,Tiffany Woosley,4
211,1998,Tina Thompson,262
212,1998,Toni Foster,17
213,1998,Tora Suber,50
214,1998,Tracy Reid,52
215,1998,Trena Trice-Hill,-49
216,1998,Tricia Bader Binford,-73
217,1998,Tully Bevilaqua,-18
218,1998,Umeki Webb,121
219,1998,Vickie Johnson,125
220,1998,Vicky Bullett,38
221,1998,Wanda Guyton,7
222,1998,Wendy Palmer,-219
223,1998,Yolanda Moore,175
224,1999,Adia Barnes,-18
225,1999,Adrienne Goodson,-15
226,1999,Adrienne Johnson,-17
227,1999,Alessandra Santos de Olive,-50
228,1999,Alisa Burras,-134
229,1999,Allison Feaster,-20
230,1999,Amanda Wilson,3
231,1999,Amaya Valdemoro,-17
232,1999,Andrea Congreaves,-54
233,1999,Andrea Kuklova,1
234,1999,Andrea Lloyd-Curry,-31
235,1999,Andrea Nagy,-173
236,1999,Andrea Stinson,-29
237,1999,Angela Aycock,9
238,1999,Angie Braziel,-25
239,1999,Angie Potthoff,-27
240,1999,Annie Burgess,-19
241,1999,Astou Ndiaye-Diatta,-37
242,1999,Becky Hammon,-13
243,1999,Brandy Reed,-30
244,1999,Bridget Pettis,52
245,1999,Carla Boyd,-1
246,1999,Carla McGhee,13
247,1999,Cass Bauer-Bilodeau,-29
248,1999,Chamique Holdsclaw,-82
249,1999,Chantel Tremitiere,-28
250,1999,Charlotte Smith,-6
251,1999,Charmin Smith,14
252,1999,Chasity Melvin,-75
253,1999,Christy Smith,-3
254,1999,Cindy Blodgett,-9
255,1999,Cindy Brown,-52
256,1999,Clarissa Davis-Wrightsil,-4
257,1999,Clarisse Machanguana,-16
258,1999,Claudia Neves,1
259,1999,Coquese Washington,7
260,1999,Crystal Robinson,121
261,1999,Cynthia Cooper,316
262,1999,Dalma Ivanyi,-20
263,1999,Dawn Staley,-8
264,1999,DeLisha Milton-Jones,106
265,1999,Debbie Black,-37
266,1999,Dominique Canty,16
267,1999,Edna Campbell,-84
268,1999,Elaine Powell,1
269,1999,Elena Baranova,-98
270,1999,Elena Tornikidou,-2
271,1999,Eva Nemcova,-173
272,1999,Gordana Grubin,113
273,1999,Heather Owen,-12
274,1999,Heather Quella,-5
275,1999,Jamila Wideman,-44
276,1999,Janeth Arcain,208
277,1999,Janice Braxton,-14
278,1999,Jennifer Azzi,10
279,1999,Jennifer Gillom,-59
280,1999,Jennifer Howard,1
281,1999,Jennifer Rizzotti,81
282,1999,Jennifer Whittle,-14
283,1999,Kara Wolters,-14
284,1999,Kate Starbird,-27
285,1999,Katie Smith,-79
286,1999,Kedra Holland-Corn,192
287,1999,Kellie Jolly Harper,2
288,1999,Kisha Ford,6
289,1999,Korie Hlede,-87
290,1999,Kristi Harrower,28
291,1999,Kristin Folkl,-44
292,1999,Krystyna Lara,-36
293,1999,Kym Hampton,15
294,1999,La'Keshia Frett,134
295,1999,LaTonya Johnson,-73
296,1999,Lady Grooms,9
297,1999,Latasha Byears,93
298,1999,Lesley Brown,-39
299,1999,Linda Burgess,-6
300,1999,Lisa Harrison,41
301,1999,Lisa Leslie,164
302,1999,Margo Dydek,56
303,1999,Maria Stepanova,64
304,1999,Markita Aldridge,-59
305,1999,Marlies Askamp,-21
306,1999,Merlakia Jones,-124
307,1999,Merlelynn Lang-Harris,-8
308,1999,Mery Andrade,-66
309,1999,Michele Timms,-58
310,1999,Michele Van Gorp,14
311,1999,Michelle Campbell,-10
312,1999,Michelle Edwards,-142
313,1999,Mila Nikolich,-11
314,1999,Monica Lamb,6
315,1999,Monica Maxwell,1
316,1999,Murriel Page,-97
317,1999,Mwadi Mabika,170
318,1999,Natalie Williams,-74
319,1999,Niesa Johnson,-34
320,1999,Nikki McCray,-140
321,1999,Nina Bjedov,-16
322,1999,Nykesha Sales,-7
323,1999,Nyree Roberts,1
324,1999,Olympia Scott,-44
325,1999,Penny Moore,-10
326,1999,Penny Toler,35
327,1999,Polina Tzekova,125
328,1999,Rachael Sporn,-17
329,1999,Rebecca Lobo,-2
330,1999,Rhonda Mapp,-34
331,1999,Rita Williams,23
332,1999,Rushia Brown,-123
333,1999,Ruthie Bolton,130
334,1999,Sandy Brondello,-96
335,1999,Shalonda Enis,-88
336,1999,Shannon Johnson,28
337,1999,Sharon Manning,-28
338,1999,Sheri Sam,14
339,1999,Sheryl Swoopes,293
340,1999,Sonia Chase,-5
341,1999,Sonja Henning,139
342,1999,Sonja Tate,-14
343,1999,Sophia Witherspoon,19
344,1999,Stephanie White,11
345,1999,Sue Wicks,81
346,1999,Suzie McConnell Serio,-93
347,1999,Taj McWilliams-Franklin,28
348,1999,Tamecka Dixon,-37
349,1999,Tamika Whitmore,27
350,1999,Tammy Jackson,60
351,1999,Tangela Smith,-6
352,1999,Tari Phillips,14
353,1999,Teresa Weatherspoon,80
354,1999,Ticha Penicheiro,105
355,1999,Tina Thompson,311
356,1999,Toni Foster,1
357,1999,Tonya Edwards,-104
358,1999,Tora Suber,-45
359,1999,Tracy Henderson,-81
360,1999,Tracy Reid,-12
361,1999,Tricia Bader Binford,-42
362,1999,Trisha Fallon,-28
363,1999,Ukari Figgs,27
364,1999,Val Whiting,0
365,1999,Valerie Still,-42
366,1999,Vanessa Nygaard,1
367,1999,Venus Lacy,27
368,1999,Vickie Johnson,84
369,1999,Vicky Bullett,12
370,1999,Wanda Guyton,-6
371,1999,Wendy Palmer,-94
372,1999,Yolanda Griffith,194
373,1999,Yolanda Moore,-31
374,2000,Adia Barnes,8
375,2000,Adrian Williams-Strong,-1
376,2000,Adrienne Goodson,30
377,2000,Adrienne Johnson,-6
378,2000,Alessandra Santos de Olive,-3
379,2000,Alicia Thompson,-62
380,2000,Alisa Burras,-42
381,2000,Allison Feaster,0
382,2000,Amanda Wilson,0
383,2000,Amaya Valdemoro,25
384,2000,Amy Herrig,12
385,2000,Andrea Garner,-122
386,2000,Andrea Lloyd-Curry,74
387,2000,Andrea Nagy,-27
388,2000,Andrea Stinson,-179
389,2000,Angela Aycock,6
390,2000,Angie Braziel,-39
391,2000,Angie Potthoff,-5
392,2000,Ann Wauters,81
393,2000,Anna DeForge,-3
394,2000,Astou Ndiaye-Diatta,-79
395,2000,Barbara Farris,-18
396,2000,Becky Hammon,87
397,2000,Beth Cunningham,-44
398,2000,Betty Lennox,2
399,2000,Beverly Williams,-3
400,2000,Brandy Reed,112
401,2000,Bridget Pettis,36
402,2000,Carla McGhee,-8
403,2000,Cass Bauer-Bilodeau,-134
404,2000,Chamique Holdsclaw,13
405,2000,Chantel Tremitiere,62
406,2000,Charisse Sampson,-72
407,2000,Charlotte Smith,-78
408,2000,Charmin Smith,-96
409,2000,Chasity Melvin,5
410,2000,Cindy Blodgett,11
411,2000,Cintia dos Santos,43
412,2000,Clarisse Machanguana,19
413,2000,Claudia Neves,-90
414,2000,Coquese Washington,35
415,2000,Cornelia Gayden,-8
416,2000,Crystal Robinson,86
417,2000,Cynthia Cooper,364
418,2000,Dalma Ivanyi,2
419,2000,Danielle McCulley,-43
420,2000,Dawn Staley,-181
421,2000,DeLisha Milton-Jones,316
422,2000,DeMya Walker,-46
423,2000,Debbie Black,-60
424,2000,Dena Head,21
425,2000,Desiree Francis,-7
426,2000,Dominique Canty,-58
427,2000,Donna Harrington,-4
428,2000,E.C. Hill,-95
429,2000,Edna Campbell,-153
430,2000,Edwina Brown,-41
431,2000,Elaine Powell,-25
432,2000,Elena Shakirova,30
433,2000,Elena Tornikidou,-84
434,2000,Eva Nemcova,17
435,2000,Gordana Grubin,-133
436,2000,Grace Daley,3
437,2000,Heather Owen,-31
438,2000,Helen Darling,64
439,2000,Jameka Jones,-101
440,2000,Jamie Cassidy,-77
441,2000,Jamie Redd,-117
442,2000,Jamila Wideman,-31
443,2000,Janeth Arcain,367
444,2000,Jannon Roland,-61
445,2000,Jennifer Azzi,38
446,2000,Jennifer Gillom,72
447,2000,Jennifer Rizzotti,112
448,2000,Jessica Bibby,-23
449,2000,Jessie Hicks,-89
450,2000,Joy Holmes,-1
451,2000,Jurgita Streimikyte,-12
452,2000,Kamila Vodichkova,-149
453,2000,Kara Wolters,-36
454,2000,Kate Paye,-41
455,2000,Kate Starbird,-37
456,2000,Katie Smith,40
457,2000,Katrina Colleton,-94
458,2000,Katrina Hibbert,-130
459,2000,Katryna Gaither,-4
460,2000,Katy Steding,32
461,2000,Kedra Holland-Corn,139
462,2000,Keisha Anderson,22
463,2000,Keitha Dickerson,-37
464,2000,Kelley Gibson,-2
465,2000,Kisha Ford,-59
466,2000,Korie Hlede,34
467,2000,Kristen Rasmussen,43
468,2000,Kristin Folkl,-13
469,2000,Kym Hope,2
470,2000,La'Keshia Frett,-67
471,2000,LaCharlotte Smith,9
472,2000,LaTonya Johnson,-19
473,2000,Lady Grooms,1
474,2000,Larecha Jones,-11
475,2000,Latasha Byears,84
476,2000,Linda Burgess,-4
477,2000,Lisa Harrison,85
478,2000,Lisa Leslie,252
479,2000,Lynn Pride,-51
480,2000,Madinah Slaise,12
481,2000,Margo Dydek,55
482,2000,Maria Stepanova,48
483,2000,Marina Ferragut,-32
484,2000,Markita Aldridge,-49
485,2000,Marla Brumfield,-20
486,2000,Marlies Askamp,-26
487,2000,Maylana Martin,-10
488,2000,Merlakia Jones,6
489,2000,Mery Andrade,167
490,2000,Michele Timms,-2
491,2000,Michele Van Gorp,-35
492,2000,Michelle Brogan,114
493,2000,Michelle Campbell,-11
494,2000,Michelle Cleary,80
495,2000,Michelle Edwards,-102
496,2000,Michelle Marciniak,-99
497,2000,Milena Flores,-109
498,2000,Monica Lamb,0
499,2000,Monica Maxwell,-87
500,2000,Murriel Page,-7
501,2000,Mwadi Mabika,280
502,2000,Naomi Mulitauaopele,-41
503,2000,Natalie Williams,-12
504,2000,Nicky McCrimmon,-5
505,2000,Nicole Kubik,3
506,2000,Niesa Johnson,-32
507,2000,Nikki McCray,12
508,2000,Nykesha Sales,-41
509,2000,Oksana Zakaluzhnaya,-5
510,2000,Olga Firsova,-12
511,2000,Olympia Scott,-12
512,2000,Paige Sauer,-19
513,2000,Pollyanna Johns Kimbrough,-12
514,2000,Quacy Barnes,-203
515,2000,Rankica Sarenac,-2
516,2000,Renee Robinson,0
517,2000,Rhonda Banchero,-6
518,2000,Rhonda Mapp,-111
519,2000,Rita Williams,-89
520,2000,Robin Threatt-Elliott,-92
521,2000,Romana Hamzova,-28
522,2000,Rushia Brown,122
523,2000,Ruthie Bolton,137
524,2000,Shalonda Enis,-63
525,2000,Shanele Stires,24
526,2000,Shannon Johnson,33
527,2000,Shantia Owens,-173
528,2000,Sharon Manning,-76
529,2000,Shea Mahoney,-31
530,2000,Sheri Sam,-66
531,2000,Sheryl Swoopes,399
532,2000,Simone Edwards,-164
533,2000,Sonja Henning,-275
534,2000,Sonja Tate,-1
535,2000,Sophia Witherspoon,-117
536,2000,Stacey Lovelace,-74
537,2000,Stacey Thomas,-73
538,2000,Stacy Clinesmith,30
539,2000,Stacy Frese,-30
540,2000,Stephanie White,37
541,2000,Sue Wicks,138
542,2000,Summer Erb,-45
543,2000,Suzie McConnell Serio,13
544,2000,Sylvia Crawley,-57
545,2000,Taj McWilliams-Franklin,-2
546,2000,Tamecka Dixon,256
547,2000,Tamicha Jackson,-9
548,2000,Tamika Whitmore,58
549,2000,Tammy Jackson,92
550,2000,Tangela Smith,81
551,2000,Tanja Kostic,-18
552,2000,Tara Williams,-18
553,2000,Tari Phillips,73
554,2000,Tausha Mills,-42
555,2000,Teresa Weatherspoon,111
556,2000,Texlin Quinney,-2
557,2000,Ticha Penicheiro,154
558,2000,Tiffani Johnson,249
559,2000,Tiffany McCain,3
560,2000,Tiffany Travis,-138
561,2000,Tina Thompson,374
562,2000,Tonya Edwards,119
563,2000,Tonya Massaline,-41
564,2000,Tracy Reid,-109
565,2000,Tricia Bader Binford,-27
566,2000,Tully Bevilaqua,-46
567,2000,Ukari Figgs,257
568,2000,Umeki Webb,-28
569,2000,Usha Gilmore,-16
570,2000,Vanessa Nygaard,-125
571,2000,Vedrana Grgin Fonseca,-49
572,2000,Venus Lacy,-5
573,2000,Vicki Hall,-37
574,2000,Vickie Johnson,122
575,2000,Vicky Bullett,-20
576,2000,Wendy Palmer,-97
577,2000,Yolanda Griffith,176
578,2001,Adia Barnes,2
579,2001,Adrian Williams-Strong,-105
580,2001,Adriana Moises Pinto,-12
581,2001,Adrienne Goodson,34
582,2001,Alessandra Santos de Olive,-10
583,2001,Alicia Thompson,-20
584,2001,Alisa Burras,-45
585,2001,Allison Feaster,37
586,2001,Amanda Lassiter,-10
587,2001,Amy Herrig,-14
588,2001,Andrea Nagy,42
589,2001,Andrea Stinson,-8
590,2001,Angelina Wolvert,-2
591,2001,Angie Braziel,1
592,2001,Ann Wauters,102
593,2001,Annie Burgess,-131
594,2001,Astou Ndiaye-Diatta,-124
595,2001,Audrey Sauret,-23
596,2001,Barbara Farris,-87
597,2001,Becky Hammon,15
598,2001,Betty Lennox,41
599,2001,Brandy Reed,4
600,2001,Bridget Pettis,-39
601,2001,Brooke Wyckoff,-70
602,2001,Camille Cooper,-22
603,2001,Cara Consuegra,-42
604,2001,Carla Boyd,49
605,2001,Carla McGhee,-14
606,2001,Carolyn Young,-25
607,2001,Cass Bauer-Bilodeau,-14
608,2001,Chamique Holdsclaw,-87
609,2001,Charlotte Smith,61
610,2001,Charmin Smith,-56
611,2001,Chasity Melvin,81
612,2001,Cindy Blodgett,-1
613,2001,Cintia dos Santos,-8
614,2001,Clarisse Machanguana,36
615,2001,Claudia Neves,-69
616,2001,Coco Miller,-43
617,2001,Coquese Washington,90
618,2001,Crystal Robinson,106
619,2001,Dana Wynne,1
620,2001,Danielle McCulley,-30
621,2001,Dawn Staley,48
622,2001,DeLisha Milton-Jones,250
623,2001,DeMya Walker,-67
624,2001,Deanna Nolan,-126
625,2001,Debbie Black,80
626,2001,Dominique Canty,-96
627,2001,E.C. Hill,-11
628,2001,Edna Campbell,61
629,2001,Edwina Brown,-92
630,2001,Elaine Powell,-116
631,2001,Elena Baranova,104
632,2001,Elena Shakirova,-21
633,2001,Elena Tornikidou,-126
634,2001,Erin Perperoglou,-40
635,2001,Eva Nemcova,26
636,2001,Georgia Schweitzer,-60
637,2001,Gordana Grubin,-72
638,2001,Grace Daley,-11
639,2001,Hajdana Radunovic,5
640,2001,Helen Darling,126
641,2001,Helen Luz,-1
642,2001,Ilona Korstine,-13
643,2001,Jackie Stiles,-122
644,2001,Jaclyn Johnson,0
645,2001,Jae Kingi-Cross,-32
646,2001,Jamie Redd,-74
647,2001,Janell Burse,35
648,2001,Janeth Arcain,67
649,2001,Jaynetta Saunders,-25
650,2001,Jennifer Azzi,63
651,2001,Jennifer Gillom,-13
652,2001,Jennifer Rizzotti,67
653,2001,Jennifer Whittle,-24
654,2001,Jenny Mowe,-13
655,2001,Jessie Hicks,-59
656,2001,Jurgita Streimikyte,-38
657,2001,Kamila Vodichkova,20
658,2001,Kara Wolters,47
659,2001,Katarina Lazic,-29
660,2001,Kate Paye,-80
661,2001,Kate Starbird,-24
662,2001,Katie Douglas,10
663,2001,Katie Smith,-48
664,2001,Katrina Colleton,-60
665,2001,Katy Steding,-87
666,2001,Kedra Holland-Corn,51
667,2001,Keisha Anderson,-4
668,2001,Keitha Dickerson,-1
669,2001,Kelley Gibson,16
670,2001,Kelly Miller,5
671,2001,Kelly Santos,-3
672,2001,Kelly Schumacher,-17
673,2001,Kisha Ford,-5
674,2001,Korie Hlede,2
675,2001,Kristen Rasmussen,-42
676,2001,Kristen Veal,-89
677,2001,Kristi Harrower,22
678,2001,Kristin Folkl,-42
679,2001,La'Keshia Frett,41
680,2001,LaQuanda Quick,-13
681,2001,LaTonya Johnson,26
682,2001,Lady Grooms,58
683,2001,Latasha Byears,161
684,2001,Lauren Jackson,-56
685,2001,Levys Torres,-1
686,2001,Lisa Harrison,-78
687,2001,Lisa Leslie,309
688,2001,Lynn Pride,-47
689,2001,Mactabene Amachree,-10
690,2001,Maren Walseth,-7
691,2001,Margo Dydek,5
692,2001,Maria Stepanova,-58
693,2001,Marie Ferdinand-Harris,11
694,2001,Markita Aldridge,-24
695,2001,Marla Brumfield,-31
696,2001,Marlies Askamp,-15
697,2001,Maylana Martin,-82
698,2001,Merlakia Jones,145
699,2001,Mery Andrade,169
700,2001,Michaela Pavlickova,-7
701,2001,Michele Timms,24
702,2001,Michele Van Gorp,-31
703,2001,Michelle Cleary,5
704,2001,Michelle Edwards,-1
705,2001,Michelle Marciniak,-78
706,2001,Monica Maxwell,-52
707,2001,Murriel Page,-101
708,2001,Mwadi Mabika,139
709,2001,Nadine Malcolm,-95
710,2001,Natalie Williams,22
711,2001,Nekeshia Henderson,-21
712,2001,Nicky McCrimmon,87
713,2001,Nicole Kubik,-7
714,2001,Nicole Levandusky,-5
715,2001,Niele Ivey,17
716,2001,Nikki McCray,-98
717,2001,Nykesha Sales,-15
718,2001,Olympia Scott,-57
719,2001,Paige Sauer,-4
720,2001,Pat Luckey,-6
721,2001,Penny Taylor,83
722,2001,Pollyanna Johns Kimbrough,51
723,2001,Quacy Barnes,-33
724,2001,Rachael Sporn,-58
725,2001,Rebecca Lobo,-11
726,2001,Reshea Bristol,0
727,2001,Rhonda Mapp,-52
728,2001,Rita Williams,-118
729,2001,Rushia Brown,149
730,2001,Ruth Riley,71
731,2001,Ruthie Bolton,99
732,2001,Sandy Brondello,115
733,2001,Semeka Randall,-73
734,2001,Shalonda Enis,31
735,2001,Shanele Stires,13
736,2001,Shannon Johnson,-71
737,2001,Sheri Sam,106
738,2001,Simone Edwards,-119
739,2001,Slobodanka Tuvic,-22
740,2001,Sonja Henning,-32
741,2001,Sophia Witherspoon,-38
742,2001,Stacey Ford,3
743,2001,Stacey Lovelace,-36
744,2001,Stacey Thomas,-21
745,2001,Stacy Clinesmith,22
746,2001,Stephanie White,21
747,2001,Sue Wicks,110
748,2001,Summer Erb,-18
749,2001,Svetlana Abrosimova,-33
750,2001,Sylvia Crawley,-12
751,2001,Taj McWilliams-Franklin,-32
752,2001,Tamara Stocks,4
753,2001,Tamecka Dixon,203
754,2001,Tamicha Jackson,-123
755,2001,Tamika Whitmore,0
756,2001,Tammy Jackson,53
757,2001,Tammy Sutton-Brown,0
758,2001,Tangela Smith,94
759,2001,Tari Phillips,97
760,2001,Tausha Mills,-36
761,2001,Teresa Weatherspoon,91
762,2001,Ticha Penicheiro,152
763,2001,Tiffani Johnson,-35
764,2001,Tiffany McCain,86
765,2001,Tina Thompson,130
766,2001,Tonya Edwards,-24
767,2001,Tonya Massaline,-42
768,2001,Towana Alhaleem,-36
769,2001,Tracy Reid,-27
770,2001,Tricia Bader Binford,44
771,2001,Trisha Fallon,-14
772,2001,Trisha Stafford-Odom,-15
773,2001,Tully Bevilaqua,7
774,2001,Tynesha Lewis,11
775,2001,Ukari Figgs,273
776,2001,Val Whiting,-85
777,2001,Vanessa Nygaard,-56
778,2001,Vedrana Grgin Fonseca,15
779,2001,Vicki Hall,21
780,2001,Vickie Johnson,14
781,2001,Vicky Bullett,-115
782,2001,Wendi Willits,-5
783,2001,Wendy Palmer,-66
784,2001,Yolanda Griffith,157
785,2002,Adia Barnes,30
786,2002,Adrian Williams-Strong,-110
787,2002,Adriana Moises Pinto,-111
788,2002,Adrienne Goodson,96
789,2002,Adrienne Johnson,27
790,2002,Alicia Thompson,15
791,2002,Alisa Burras,-5
792,2002,Allison Feaster,64
793,2002,Amanda Lassiter,30
794,2002,Amber Hall,-22
795,2002,Amy Herrig,-23
796,2002,Andrea Gardner,23
797,2002,Andrea Nagy,-95
798,2002,Andrea Stinson,73
799,2002,Ann Wauters,-13
800,2002,Annie Burgess,7
801,2002,Asjha Jones,-92
802,2002,Astou Ndiaye-Diatta,-68
803,2002,Audrey Sauret,7
804,2002,Ayana Walker,-2
805,2002,Barbara Farris,-11
806,2002,Becky Hammon,11
807,2002,Begona Garcia,-26
808,2002,Bernadette Ngoyisa,0
809,2002,Betty Lennox,-53
810,2002,Brandi McCain,-90
811,2002,Brandy Reed,-29
812,2002,Bridget Pettis,29
813,2002,Brooke Wyckoff,-3
814,2002,Camille Cooper,-4
815,2002,Carla McGhee,-4
816,2002,Carolyn Moos,-5
817,2002,Carolyn Young,37
818,2002,Cass Bauer-Bilodeau,-62
819,2002,Chamique Holdsclaw,57
820,2002,Charlotte Smith,95
821,2002,Chasity Melvin,-62
822,2002,Cintia dos Santos,-27
823,2002,Clarisse Machanguana,-91
824,2002,Claudia Neves,-8
825,2002,Coco Miller,45
826,2002,Coquese Washington,61
827,2002,Crystal Robinson,132
828,2002,Danielle Crockrom,2
829,2002,Danielle McCulley,-24
830,2002,Davalyn Cunningham,-11
831,2002,Dawn Staley,72
832,2002,DeLisha Milton-Jones,159
833,2002,DeMya Walker,-46
834,2002,Deanna Jackson,-21
835,2002,Deanna Nolan,-89
