,Season,Player,G,MP,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1997,Anita Maxwell,9,63,0,8,25,0.32,0,0,,8,25,.320,3,8,.375,2,12,8,4,0,6,5,19
1,1997,Tammi Reiss,28,831,26,72,231,0.312,30,101,0.297,42,130,.323,42,55,.764,29,77,87,23,2,61,57,216
2,1997,Catarina Pollini,13,94,0,8,22,0.364,0,0,,8,22,.364,6,12,.500,3,12,5,4,1,8,21,22
3,1997,Bridget Pettis,28,842,28,107,320,0.334,41,134,0.306,66,186,.355,97,108,.898,36,107,78,49,11,82,57,352
4,1997,Kim Perrot,28,692,24,59,162,0.364,28,99,0.283,31,63,.492,15,37,.405,18,75,88,69,2,65,53,161
5,1997,Jasmina Perazic-Gipe,9,47,0,5,13,0.385,0,3,0.0,5,10,.500,0,0,,2,11,4,3,0,7,1,10
6,1997,Wendy Palmer,28,936,28,157,420,0.374,12,48,0.25,145,372,.390,117,173,.676,76,225,48,47,6,71,86,443
7,1997,Tina Nicholson,24,273,14,18,44,0.409,9,24,0.375,9,20,.450,3,5,.600,2,10,42,11,1,28,28,48
8,1997,Eva Nemcova,28,944,28,138,292,0.473,37,85,0.435,101,207,.488,71,83,.855,23,110,67,39,8,78,53,384
9,1997,Judy Mosley-McAfee,13,265,9,22,50,0.44,0,0,,22,50,.440,11,11,1.000,24,47,10,8,2,24,30,55
10,1997,Yolanda Moore,13,93,0,5,20,0.25,0,0,,5,20,.250,6,12,.500,6,13,1,1,0,7,9,16
11,1997,Penny Moore,28,539,9,57,159,0.358,5,25,0.2,52,134,.388,16,31,.516,15,72,28,16,11,44,35,135
12,1997,Pamela McGee,27,691,23,102,222,0.459,2,7,0.286,100,215,.465,79,112,.705,54,120,20,27,14,73,113,285
13,1997,Laure Savasta,14,157,0,11,45,0.244,4,20,0.2,7,25,.280,7,9,.778,1,6,12,4,1,21,14,33
14,1997,Rhonda Mapp,28,710,23,120,244,0.492,4,8,0.5,116,236,.492,82,106,.774,53,154,64,21,12,68,104,326
15,1997,Sharon Manning,28,438,5,58,125,0.464,0,0,,58,125,.464,21,50,.420,42,98,13,25,5,29,31,137
16,1997,Mwadi Mabika,21,325,1,53,136,0.39,7,38,0.184,46,98,.469,13,24,.542,22,54,22,23,6,27,48,126
17,1997,Rebecca Lobo,28,939,28,133,354,0.376,18,63,0.286,115,291,.395,64,105,.610,62,203,53,26,51,88,73,348
18,1997,Nancy Lieberman,25,279,0,25,77,0.325,6,26,0.231,19,51,.373,8,10,.800,6,32,40,14,2,39,34,64
19,1997,Nicole Levesque,27,622,21,36,98,0.367,23,66,0.348,13,32,.406,14,15,.933,5,47,75,21,3,71,47,109
20,1997,Lisa Leslie,28,902,28,160,371,0.431,12,46,0.261,148,325,.455,113,189,.598,63,266,74,39,59,109,99,445
21,1997,Greta Koss,13,268,10,15,29,0.517,2,3,0.667,13,26,.500,12,16,.750,12,37,10,9,4,18,15,44
22,1997,Merlakia Jones,28,589,1,92,229,0.402,5,12,0.417,87,217,.401,40,56,.714,30,80,25,23,3,54,55,229
23,1997,Vickie Johnson,26,789,25,109,270,0.404,4,21,0.19,105,249,.422,27,35,.771,46,110,66,19,4,49,52,249
24,1997,Adrienne Johnson,25,194,0,22,58,0.379,2,4,0.5,20,54,.370,7,9,.778,8,22,9,5,1,27,13,53
25,1997,Milica Vukadinovic,1,14,0,1,1,1.0,1,1,1.0,0,0,,0,0,,0,1,1,1,0,3,0,3
26,1997,Haixia Zheng,28,557,21,110,178,0.618,0,0,,110,178,.618,39,59,.661,32,123,17,11,20,46,77,259
27,1997,Corissa Yasen,19,188,0,23,57,0.404,0,1,0.0,23,56,.411,6,12,.500,12,20,6,18,2,16,17,52
28,1997,Tiffany Woosley,26,397,4,29,88,0.33,16,50,0.32,13,38,.342,2,8,.250,8,28,29,18,1,30,19,76
29,1997,Lynette Woodard,28,712,27,87,217,0.401,0,7,0.0,87,210,.414,43,64,.672,37,115,67,45,10,69,44,217
30,1997,Sophia Witherspoon,28,867,28,140,345,0.406,44,126,0.349,96,219,.438,83,111,.748,30,84,64,49,7,77,62,407
31,1997,Tara Williams,12,84,0,16,39,0.41,5,11,0.455,11,28,.393,0,0,,1,8,3,3,0,4,9,37
32,1997,Kim Williams,28,608,10,88,229,0.384,9,34,0.265,79,195,.405,41,53,.774,34,81,60,38,7,57,83,226
33,1997,Debra Williams,10,116,2,11,43,0.256,4,18,0.222,7,25,.280,1,2,.500,3,13,9,2,0,6,9,27
34,1997,Jamila Wideman,28,633,14,25,106,0.236,7,36,0.194,18,70,.257,27,34,.794,16,57,103,24,1,51,44,84
35,1997,Sue Wicks,28,332,0,38,107,0.355,2,7,0.286,36,100,.360,22,33,.667,36,94,29,17,18,46,52,100
36,1997,Umeki Webb,28,775,17,47,158,0.297,1,15,0.067,46,143,.322,46,67,.687,42,117,68,68,8,55,92,141
37,1997,Teresa Weatherspoon,28,924,28,64,137,0.467,3,35,0.086,61,102,.598,65,100,.650,25,116,173,85,2,94,72,196
38,1997,Tia Jackson,26,320,6,25,73,0.342,3,8,0.375,22,65,.338,21,25,.840,26,57,26,23,8,37,31,74
39,1997,Danielle Viglione,7,30,0,3,11,0.273,1,4,0.25,2,7,.286,0,0,,1,4,1,1,0,0,5,7
40,1997,Molly Tuter,3,3,0,0,2,0.0,0,0,,0,2,.000,0,0,,0,0,0,0,0,0,0,0
41,1997,Trena Trice,28,340,0,51,92,0.554,2,8,0.25,49,84,.583,30,45,.667,32,68,2,9,9,40,65,134
42,1997,Chantel Tremitiere,28,1051,28,69,196,0.352,7,37,0.189,62,159,.390,67,90,.744,25,114,135,54,1,122,80,212
43,1997,Penny Toler,28,907,28,144,338,0.426,7,38,0.184,137,300,.457,73,87,.839,25,94,143,36,3,107,66,368
44,1997,Michele Timms,27,966,27,99,295,0.336,49,142,0.345,50,153,.327,79,104,.760,23,99,135,71,3,80,95,326
45,1997,Tina Thompson,28,885,28,133,318,0.418,37,100,0.37,96,218,.440,67,80,.838,67,184,32,21,28,62,107,370
46,1997,Sheryl Swoopes,9,129,0,25,53,0.472,4,16,0.25,21,37,.568,10,14,.714,6,15,7,7,4,4,5,64
47,1997,Tora Suber,28,475,8,40,108,0.37,23,58,0.397,17,50,.340,28,41,.683,5,42,56,13,3,51,32,131
48,1997,Andrea Stinson,28,1011,28,177,396,0.447,25,77,0.325,152,319,.476,60,89,.674,48,155,124,43,21,99,55,439
49,1997,Raegan Pebley,8,43,0,5,13,0.385,0,0,,5,13,.385,2,2,1.000,4,7,1,1,3,0,3,12
50,1997,Jenny Boucek,10,112,1,7,15,0.467,0,3,0.0,7,12,.583,4,7,.571,3,10,9,6,0,22,10,18
51,1997,Andrea Congreaves,28,658,16,63,126,0.5,18,44,0.409,45,82,.549,43,56,.768,40,133,41,16,5,31,52,187
52,1997,Megan Compain,5,19,0,2,7,0.286,1,4,0.25,1,3,.333,0,0,,0,5,2,4,1,6,6,5
53,1997,Katrina Colleton,28,613,14,55,126,0.437,9,25,0.36,46,101,.455,17,30,.567,25,60,45,35,9,35,46,136
54,1997,Margold Clark,4,46,0,3,6,0.5,0,1,0.0,3,5,.600,1,2,.500,0,6,1,1,1,2,9,7
55,1997,Daedra Charles,28,282,1,27,67,0.403,0,1,0.0,27,66,.409,10,15,.667,16,48,12,10,10,14,41,64
56,1997,Deborah Carter,18,286,7,30,78,0.385,1,7,0.143,29,71,.408,10,14,.714,22,49,8,13,1,14,33,71
57,1997,Latasha Byears,28,656,19,96,209,0.459,1,5,0.2,95,204,.466,51,69,.739,87,193,48,39,8,67,98,244
58,1997,Linda Burgess,28,492,6,73,135,0.541,1,2,0.5,72,133,.541,36,49,.735,46,117,9,20,13,47,46,183
59,1997,Heidi Burge,22,282,6,32,72,0.444,0,4,0.0,32,68,.471,23,45,.511,23,69,15,12,12,25,52,87
60,1997,Vicky Bullett,28,875,28,145,324,0.448,7,23,0.304,138,301,.458,62,80,.775,66,178,65,54,55,68,84,359
61,1997,Rushia Brown,28,511,3,64,123,0.52,0,0,,64,123,.520,47,64,.734,48,113,20,34,14,27,72,175
62,1997,Janice Braxton,25,822,24,88,211,0.417,5,10,0.5,83,201,.413,106,138,.768,38,189,49,36,28,53,64,287
63,1997,Cynthia Cooper,28,982,28,191,406,0.47,67,162,0.414,124,244,.508,172,199,.864,33,111,131,59,6,109,68,621
64,1997,Karen Booker,26,321,4,20,60,0.333,0,3,0.0,20,57,.351,21,37,.568,34,80,24,24,15,49,62,61
65,1997,Ruthie Bolton,23,813,23,164,408,0.402,66,192,0.344,98,216,.454,53,69,.768,31,134,59,54,1,58,71,447
66,1997,Rhonda Blades,28,290,0,25,70,0.357,17,54,0.315,8,16,.500,13,20,.650,6,21,30,14,1,39,55,80
67,1997,Ryneldi Becenti,1,8,0,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,1,0,0
68,1997,Elena Baranova,28,913,27,129,331,0.39,40,106,0.377,89,225,.396,43,62,.694,55,206,62,43,63,82,82,341
69,1997,Marlies Askamp,28,517,1,70,178,0.393,0,1,0.0,70,177,.395,71,93,.763,66,145,23,22,9,46,59,211
70,1997,Katasha Artis,20,113,0,4,16,0.25,0,1,0.0,4,15,.267,8,15,.533,1,16,8,6,1,12,13,16
71,1997,Janeth Arcain,28,784,27,110,250,0.44,9,33,0.273,101,217,.465,76,85,.894,41,110,45,43,4,67,56,305
72,1997,Yvette Angel,5,90,3,7,16,0.438,0,5,0.0,7,11,.636,0,3,.000,2,9,11,4,1,8,6,14
73,1997,Monique Ambers,19,85,0,4,9,0.444,0,0,,4,9,.444,6,15,.400,10,20,4,0,2,7,13,14
74,1997,Marcie Alberts,5,30,0,0,2,0.0,0,2,0.0,0,0,,0,0,,0,1,3,2,0,3,2,0
75,1997,Denique Graves,22,86,0,6,27,0.222,0,0,,6,27,.222,4,8,.500,3,15,0,0,6,12,15,16
76,1997,Tammy Jackson,28,545,3,45,110,0.409,0,1,0.0,45,109,.413,25,41,.610,42,116,12,45,10,49,84,115
77,1997,Susie Hopson-Shelton,6,29,0,7,11,0.636,0,0,,7,11,.636,2,2,1.000,1,5,1,1,0,2,3,16
78,1997,Jessie Hicks,26,263,0,37,80,0.463,0,1,0.0,37,79,.468,9,16,.563,17,36,10,13,11,12,57,83
79,1997,Dena Head,27,471,4,53,136,0.39,10,32,0.313,43,104,.413,38,45,.844,22,63,46,14,8,61,45,154
80,1997,Fran Harris,25,369,1,37,107,0.346,8,24,0.333,29,83,.349,22,31,.710,16,56,25,17,3,29,27,104
81,1997,Kym Hampton,28,663,28,100,211,0.474,0,1,0.0,100,210,.476,73,114,.640,52,163,38,39,19,49,68,273
82,1997,Wanda Guyton,25,668,25,57,122,0.467,0,0,,57,122,.467,38,68,.559,76,136,12,26,8,43,83,152
83,1997,Lady Grooms,28,691,24,58,167,0.347,1,10,0.1,57,157,.363,36,55,.655,33,84,67,23,2,79,39,153
84,1997,Tajama Abraham,28,422,5,48,126,0.381,0,0,,48,126,.381,26,38,.684,32,67,13,12,12,49,70,122
85,1997,Bridgette Gordon,28,981,28,135,312,0.433,11,40,0.275,124,272,.456,84,107,.785,67,135,78,39,9,83,58,365
86,1997,Jennifer Gillom,28,874,28,163,376,0.434,20,64,0.313,143,312,.458,94,121,.777,44,150,22,36,15,58,93,440
87,1997,Kim Gessig,1,4,0,0,0,,0,0,,0,0,,0,0,,0,1,0,0,0,1,2,0
88,1997,Pietra Gay,5,12,0,1,2,0.5,0,0,,1,2,.500,2,5,.400,0,3,2,1,0,4,3,4
89,1997,Travesa Gant,2,13,0,0,1,0.0,0,0,,0,1,.000,0,0,,0,3,0,0,0,2,4,0
90,1997,Toni Foster,28,736,28,94,201,0.468,1,6,0.167,93,195,.477,57,81,.704,64,170,27,53,21,52,77,246
91,1997,Kisha Ford,28,473,3,43,114,0.377,3,20,0.15,40,94,.426,27,44,.614,28,48,25,28,5,38,56,116
92,1997,Isabelle Fijalkowski,28,803,28,125,246,0.508,1,4,0.25,124,242,.512,81,103,.786,62,157,68,17,17,73,129,332
93,1997,Michelle Edwards,20,622,14,76,170,0.447,6,25,0.24,70,145,.483,45,86,.523,13,70,89,35,3,77,40,203
94,1997,Tamecka Dixon,27,715,21,115,252,0.456,22,52,0.423,93,200,.465,68,88,.773,22,81,55,49,5,58,76,320
95,1997,Cassandra Crumpton-Moorer,2,11,0,1,4,0.25,0,1,0.0,1,3,.333,0,0,,1,2,1,0,0,1,0,2
96,1997,Mikiko Hagiwara,26,360,7,25,86,0.291,17,61,0.279,8,25,.320,9,16,.563,7,23,20,4,2,16,16,76
0,1998,Tajama Abraham,12,44,0,5,14,0.357,0,0,,5,14,.357,8,15,.533,2,7,0,2,1,5,8,18
1,1998,Janeth Arcain,30,657,4,83,195,0.426,5,33,0.152,78,162,.481,34,45,.756,43,108,26,25,3,38,48,205
2,1998,Marlies Askamp,26,319,0,49,104,0.471,0,0,,49,104,.471,41,62,.661,36,85,12,12,7,22,45,139
3,1998,Tricia Bader Binford,22,206,0,16,53,0.302,10,27,0.37,6,26,.231,4,8,.500,0,10,20,13,0,26,34,46
4,1998,Elena Baranova,20,671,19,92,219,0.42,15,48,0.313,77,171,.450,59,71,.831,61,186,70,21,30,55,44,258
5,1998,Adia Barnes,29,619,16,88,223,0.395,14,47,0.298,74,176,.420,29,39,.744,35,84,22,15,10,53,70,219
6,1998,Quacy Barnes,17,90,0,6,15,0.4,0,0,,6,15,.400,4,11,.364,5,8,2,1,6,9,20,16
7,1998,Tully Bevilaqua,11,126,2,8,14,0.571,1,3,0.333,7,11,.636,4,6,.667,2,10,23,12,2,9,12,21
8,1998,Rhonda Blades,29,340,2,20,78,0.256,12,50,0.24,8,28,.286,14,29,.483,5,32,41,12,1,41,47,66
9,1998,Cindy Blodgett,22,184,0,19,66,0.288,10,37,0.27,9,29,.310,15,24,.625,2,14,18,9,0,12,18,63
10,1998,Octavia Blue,30,331,3,26,77,0.338,6,21,0.286,20,56,.357,15,24,.625,19,49,10,13,3,27,41,73
11,1998,Ruthie Bolton,5,133,4,17,58,0.293,4,26,0.154,13,32,.406,17,28,.607,5,11,6,6,0,7,12,55
12,1998,Karen Booker,1,2,0,0,1,0.0,0,0,,0,1,.000,0,0,,0,0,0,1,0,0,0,0
13,1998,Kelly Boucher,9,52,0,3,15,0.2,1,6,0.167,2,9,.222,3,4,.750,2,13,2,1,0,3,3,10
14,1998,Carla Boyd,30,817,24,89,260,0.342,19,63,0.302,70,197,.355,48,76,.632,51,118,68,27,10,52,88,245
15,1998,Albena Branzova,11,94,0,9,25,0.36,2,4,0.5,7,21,.333,3,4,.750,6,16,5,3,1,12,12,23
16,1998,Gergana Branzova,26,204,0,29,65,0.446,0,4,0.0,29,61,.475,11,20,.550,13,42,7,3,4,21,42,69
17,1998,Janice Braxton,30,840,30,108,218,0.495,2,6,0.333,106,212,.500,77,102,.755,37,168,74,51,15,67,77,295
18,1998,Razija Brcaninovic,30,695,30,106,204,0.52,0,0,,106,204,.520,60,90,.667,54,154,29,9,26,64,86,272
19,1998,Michelle Brogan,30,779,25,93,184,0.505,11,23,0.478,82,161,.509,78,98,.796,45,133,41,44,5,52,48,275
20,1998,Sandy Brondello,30,993,28,157,367,0.428,16,44,0.364,141,323,.437,96,104,.923,18,87,98,38,1,64,58,426
21,1998,Cindy Brown,30,965,30,126,268,0.47,20,61,0.328,106,207,.512,82,116,.707,70,301,53,51,22,67,105,354
22,1998,La'Shawn Brown,22,272,2,13,37,0.351,0,0,,13,37,.351,17,33,.515,17,53,8,10,20,24,62,43
23,1998,Rushia Brown,30,522,7,64,139,0.46,0,1,0.0,64,138,.464,66,85,.776,34,93,28,34,16,49,79,194
24,1998,Vicky Bullett,30,947,30,162,367,0.441,4,26,0.154,158,341,.463,71,86,.826,62,194,46,66,46,64,88,399
25,1998,Heidi Burge,30,501,15,81,159,0.509,2,7,0.286,79,152,.520,37,62,.597,31,100,26,16,15,73,93,201
26,1998,Linda Burgess,30,692,29,90,189,0.476,1,8,0.125,89,181,.492,45,59,.763,53,146,28,42,11,61,81,226
27,1998,Latasha Byears,30,828,26,181,400,0.453,4,18,0.222,177,382,.463,61,92,.663,85,197,29,43,13,71,121,427
28,1998,Deborah Carter,29,434,6,39,144,0.271,12,49,0.245,27,95,.284,21,26,.808,20,65,23,16,4,40,57,111
29,1998,Elisabeth Cebrian,22,187,0,15,35,0.429,0,0,,15,35,.429,8,14,.571,12,27,8,1,7,20,32,38
30,1998,Keri Chaconas,30,397,1,44,148,0.297,30,105,0.286,14,43,.326,26,33,.788,7,24,38,13,0,49,53,144
31,1998,Sonia Chase,23,166,0,14,28,0.5,0,0,,14,28,.500,6,6,1.000,5,14,13,5,0,13,16,34
32,1998,Katrina Colleton,30,575,14,30,99,0.303,5,19,0.263,25,80,.313,15,18,.833,25,51,47,18,11,29,44,80
33,1998,Andrea Congreaves,24,372,10,35,81,0.432,15,51,0.294,20,30,.667,19,21,.905,18,71,36,11,5,23,37,104
34,1998,Cynthia Cooper,30,1051,30,203,455,0.446,64,160,0.4,139,295,.471,210,246,.854,25,110,131,48,11,95,65,680
35,1998,Tamecka Dixon,22,710,22,124,283,0.438,21,59,0.356,103,224,.460,88,113,.779,13,56,54,24,8,57,67,357
36,1998,Nadine Domond,9,92,0,10,33,0.303,3,16,0.188,7,17,.412,4,4,1.000,6,9,9,7,1,11,13,27
37,1998,Margo Dydek,30,839,30,146,303,0.482,1,7,0.143,145,296,.490,93,127,.732,41,227,53,14,114,108,126,386
38,1998,Michelle Edwards,23,533,9,68,163,0.417,11,34,0.324,57,129,.442,31,50,.620,6,52,65,23,1,46,42,178
39,1998,Allison Feaster,3,41,0,3,14,0.214,2,10,0.2,1,4,.250,2,2,1.000,1,2,3,2,0,4,10,10
40,1998,Isabelle Fijalkowski,28,806,23,146,267,0.547,4,10,0.4,142,257,.553,87,106,.821,59,192,58,17,27,81,115,383
41,1998,Kisha Ford,30,471,0,60,138,0.435,2,11,0.182,58,127,.457,25,40,.625,23,37,23,32,2,16,68,147
42,1998,Toni Foster,16,218,5,28,60,0.467,0,0,,28,60,.467,23,30,.767,10,30,19,14,5,15,20,79
43,1998,Jennifer Gillom,30,962,30,229,493,0.465,31,82,0.378,198,411,.482,137,195,.703,62,219,42,50,10,89,94,626
44,1998,Bridgette Gordon,22,253,5,25,64,0.391,0,8,0.0,25,56,.446,9,16,.563,11,30,9,8,0,30,27,59
45,1998,Margo Graham,9,49,0,8,19,0.421,0,0,,8,19,.421,2,4,.500,8,13,1,1,1,8,14,18
46,1998,Lady Grooms,30,792,29,75,154,0.487,1,6,0.167,74,148,.500,63,94,.670,37,80,48,20,3,52,35,214
47,1998,Wanda Guyton,1,14,1,0,1,0.0,0,0,,0,1,.000,0,0,,0,0,0,1,1,2,4,0
48,1998,Mikiko Hagiwara,10,59,0,8,21,0.381,4,12,0.333,4,9,.444,2,3,.667,0,2,3,0,0,5,4,22
49,1998,Angie Hamblin,6,29,0,2,8,0.25,1,2,0.5,1,6,.167,1,2,.500,2,7,2,1,0,7,4,6
50,1998,Kym Hampton,30,745,30,98,217,0.452,0,1,0.0,98,216,.454,78,109,.716,53,181,26,33,15,62,90,274
51,1998,Fran Harris,18,353,12,28,79,0.354,5,16,0.313,23,63,.365,10,12,.833,14,39,30,13,1,17,33,71
52,1998,Kristi Harrower,30,355,0,19,52,0.365,11,32,0.344,8,20,.400,21,28,.750,2,21,52,15,3,31,25,70
53,1998,Dena Head,30,467,14,36,85,0.424,13,27,0.481,23,58,.397,23,33,.697,14,52,37,30,0,44,40,108
54,1998,Korie Hlede,27,912,27,135,345,0.391,29,74,0.392,106,271,.391,83,103,.806,39,141,73,21,1,88,66,382
55,1998,Angela Jackson,7,36,0,3,6,0.5,0,0,,3,6,.500,4,6,.667,3,4,0,1,2,0,10,10
56,1998,Adrienne Johnson,29,330,0,53,116,0.457,14,33,0.424,39,83,.470,13,18,.722,17,48,15,7,4,24,35,133
57,1998,LaTonya Johnson,28,490,8,58,145,0.4,14,49,0.286,44,96,.458,21,34,.618,14,54,20,11,1,42,42,151
58,1998,Leslie Johnson,6,15,0,1,2,0.5,0,0,,1,2,.500,0,0,,0,1,1,0,0,4,3,2
59,1998,Pollyanna Johns Kimbrough,24,180,0,22,45,0.489,0,0,,22,45,.489,18,28,.643,14,37,6,3,2,9,9,62
60,1998,Tiffani Johnson,6,32,0,0,6,0.0,0,0,,0,6,.000,2,4,.500,3,10,0,2,0,3,5,2
61,1998,Vickie Johnson,30,905,30,146,327,0.446,21,56,0.375,125,271,.461,63,82,.768,44,114,74,31,7,45,70,376
62,1998,Merlakia Jones,30,683,21,109,235,0.464,7,20,0.35,102,215,.474,61,81,.753,28,95,39,32,3,52,69,286
63,1998,Aneta Kausaite,10,58,0,5,20,0.25,0,2,0.0,5,18,.278,4,7,.571,8,11,1,3,0,3,4,14
64,1998,Tanja Kostic,5,30,0,2,3,0.667,0,0,,2,3,.667,1,2,.500,1,2,2,0,0,3,2,5
65,1998,Andrea Kuklova,29,340,2,38,95,0.4,1,7,0.143,37,88,.420,20,36,.556,19,37,31,18,4,40,40,97
66,1998,Monica Lamb,30,649,25,66,122,0.541,0,0,,66,122,.541,29,42,.690,62,142,9,24,21,27,87,161
67,1998,Lisa Leslie,28,898,28,202,423,0.478,9,23,0.391,193,400,.483,136,177,.768,77,285,70,42,60,102,121,549
68,1998,Rebecca Lobo,30,875,30,136,281,0.484,12,39,0.308,124,242,.512,66,93,.710,70,207,44,17,33,67,98,350
69,1998,Mwadi Mabika,29,710,23,87,257,0.339,33,107,0.308,54,150,.360,30,43,.698,29,127,44,30,9,37,73,237
70,1998,Sharon Manning,30,575,6,59,134,0.44,0,2,0.0,59,132,.447,44,66,.667,60,166,30,32,7,43,62,162
71,1998,Rhonda Mapp,21,456,14,83,164,0.506,1,10,0.1,82,154,.532,45,60,.750,35,89,33,13,8,39,60,212
72,1998,Suzie McConnell Serio,28,882,28,80,176,0.455,29,71,0.408,51,105,.486,51,70,.729,8,62,178,49,5,104,48,240
73,1998,Nikki McCray,29,969,28,191,457,0.418,23,73,0.315,168,384,.438,107,143,.748,34,85,90,43,2,125,81,512
74,1998,Pamela McGee,30,570,22,80,183,0.437,0,4,0.0,80,179,.447,43,70,.614,62,145,13,23,24,54,104,203
75,1998,Penny Moore,29,756,26,93,271,0.343,19,92,0.207,74,179,.413,33,46,.717,35,108,46,44,20,61,58,238
76,1998,Yolanda Moore,30,533,4,32,71,0.451,1,2,0.5,31,69,.449,33,41,.805,32,86,10,26,0,20,54,98
77,1998,Eva Nemcova,30,972,30,131,281,0.466,28,62,0.452,103,219,.470,67,75,.893,28,111,67,33,21,64,77,357
78,1998,Murriel Page,30,955,30,104,217,0.479,0,2,0.0,104,215,.484,41,65,.631,81,208,40,19,13,57,97,249
79,1998,Wendy Palmer,28,761,21,145,307,0.472,6,17,0.353,139,290,.479,81,124,.653,70,186,30,18,5,56,75,377
80,1998,Tia Paschal,20,110,0,11,37,0.297,1,4,0.25,10,33,.303,4,6,.667,4,15,9,8,0,11,12,27
81,1998,Ticha Penicheiro,30,1080,30,55,165,0.333,10,43,0.233,45,122,.369,70,109,.642,13,141,224,67,3,116,90,190
82,1998,Kim Perrot,30,986,30,88,218,0.404,29,108,0.269,59,110,.536,49,70,.700,17,92,142,84,0,82,70,254
83,1998,Bridget Pettis,30,849,28,113,300,0.377,35,123,0.285,78,177,.441,77,89,.865,34,103,62,29,9,62,75,338
84,1998,Franthea Price,26,379,1,43,115,0.374,28,78,0.359,15,37,.405,13,18,.722,7,44,35,20,2,32,29,127
85,1998,Brandy Reed,24,254,0,50,95,0.526,2,8,0.25,48,87,.552,22,31,.710,36,78,20,18,7,33,30,124
86,1998,Michelle Reed,9,49,0,3,11,0.273,1,4,0.25,2,7,.286,7,12,.583,2,11,2,2,1,6,4,14
87,1998,Tracy Reid,30,966,30,151,310,0.487,0,2,0.0,151,308,.490,111,181,.613,60,157,46,40,12,71,59,413
88,1998,Tammi Reiss,22,477,17,54,134,0.403,16,54,0.296,38,80,.475,19,29,.655,14,39,48,11,1,25,32,143
89,1998,Nyree Roberts,14,55,0,6,7,0.857,0,0,,6,7,.857,4,7,.571,3,10,2,1,0,4,3,16
90,1998,Eugenia Rycraw,20,226,4,15,32,0.469,0,0,,15,32,.469,16,22,.727,17,50,4,7,18,14,27,46
91,1998,Alessandra Santos de Oliveira,16,481,12,63,122,0.516,0,0,,63,122,.516,50,108,.463,60,129,1,12,7,55,45,176
92,1998,Olympia Scott,29,466,1,58,135,0.43,1,5,0.2,57,130,.438,37,65,.569,37,85,22,24,10,49,78,154
93,1998,Raegan Pebley,22,167,0,14,38,0.368,0,2,0.0,14,36,.389,10,12,.833,5,29,7,3,5,9,24,38
94,1998,Adrienne Shuler,25,363,12,31,84,0.369,13,38,0.342,18,46,.391,14,17,.824,12,52,48,23,3,41,52,89
95,1998,Christy Smith,24,448,18,27,75,0.36,18,57,0.316,9,18,.500,17,20,.850,3,34,71,10,0,48,34,89
96,1998,Tangela Smith,28,707,10,112,278,0.403,5,14,0.357,107,264,.405,40,54,.741,45,129,31,17,46,46,78,269
97,1998,Leila Sobral,15,71,0,6,25,0.24,3,11,0.273,3,14,.214,10,15,.667,3,10,6,5,2,9,14,25
98,1998,Rachael Sporn,30,535,1,60,147,0.408,0,0,,60,147,.408,16,32,.500,51,108,38,8,12,34,58,136
99,1998,Maria Stepanova,20,130,0,26,61,0.426,0,0,,26,61,.426,14,22,.636,17,38,7,3,11,9,29,66
100,1998,Rehema Stephens,8,81,0,11,41,0.268,2,12,0.167,9,29,.310,2,4,.500,7,10,4,2,1,11,8,26
101,1998,Andrea Stinson,30,1046,30,173,414,0.418,29,103,0.282,144,311,.463,75,100,.750,29,138,134,54,15,77,72,450
102,1998,Tora Suber,30,682,12,58,185,0.314,36,116,0.31,22,69,.319,29,46,.630,12,53,86,30,1,44,55,181
103,1998,Sheryl Swoopes,29,937,29,173,405,0.427,36,100,0.36,137,305,.449,71,86,.826,39,149,62,72,14,58,42,453
104,1998,Alicia Thompson,19,126,0,9,39,0.231,1,1,1.0,8,38,.211,12,19,.632,7,24,4,1,2,8,12,31
105,1998,Tina Thompson,27,874,27,121,289,0.419,37,103,0.359,84,186,.452,63,74,.851,65,192,24,31,25,47,89,342
106,1998,Michele Timms,30,934,30,71,223,0.318,31,104,0.298,40,119,.336,34,49,.694,18,74,158,38,4,69,76,207
107,1998,Penny Toler,30,945,30,145,349,0.415,25,60,0.417,120,289,.415,55,74,.743,37,106,143,32,3,101,77,370
108,1998,Chantel Tremitiere,28,709,18,48,132,0.364,18,49,0.367,30,83,.361,41,54,.759,13,62,102,22,2,42,53,155
109,1998,Trena Trice,10,77,0,7,17,0.412,0,0,,7,17,.412,7,11,.636,7,18,1,0,3,7,12,21
110,1998,Mfon Udoka,3,25,0,1,6,0.167,0,0,,1,6,.167,2,4,.500,1,3,0,0,0,1,3,4
111,1998,Amaya Valdemoro,16,61,0,8,16,0.5,2,5,0.4,6,11,.545,12,17,.706,2,10,7,7,1,17,8,30
112,1998,Sandra Van Embricqs,28,470,2,43,89,0.483,0,0,,43,89,.483,8,16,.500,34,75,16,24,9,19,57,94
113,1998,Coquese Washington,28,226,0,15,51,0.294,5,21,0.238,10,30,.333,18,26,.692,5,26,44,17,0,37,31,53
114,1998,Teresa Weatherspoon,30,1002,30,73,188,0.388,16,49,0.327,57,139,.410,42,69,.609,20,120,191,100,0,96,85,204
115,1998,Umeki Webb,30,846,30,58,160,0.363,4,14,0.286,54,146,.370,39,59,.661,47,116,92,47,21,41,105,159
